,name,address,description
252,Центральный сибирский ботанический сад СО РАН,"ул. Золотодолинская, 101, Новосибирск","Развлечение с названием 'Центральный сибирский ботанический сад СО РАН'. Адрес: ул. Золотодолинская, 101 Стоимость билетов: от 200 р. Ботанический сад располагается рядом с Новосибирским Академгородком (можно дойти пешком по улице Золотодолинской) и занимает территорию площадью 850 га. В ЦСБС созданы крупнейшие в Азиатской России коллекции пищевых, лекарственных, пряно-ароматических, декоративных, редких и исчезающих растений; экспозиции «Парк Бонсай», «Вальс цветов», «Вересковый сад», «Дендрарий», «Регулярный французский сад», «Сад непрерывного цветения», «Сад топиарного искусства», «Лекарственные и пряно-ароматические растения», «Кактусы и другие суккуленты Старого и Нового света», «Растения тропических и субтропических областей Земного шара», «Экзотические овощные растения». В дендрарии на площади более 20 га собрано свыше 500 видов, гибридов и форм древесных растений различного географического происхождения. В оранжереях представлено более 7000 видов, форм и сортов тропических и субтропических растений из Европы, Азии, Африки и Америки, в том числе уникальные коллекции кактусов и суккулентов, папоротников, бегоний и ароидных. Территория Экспозиционной зоны Ботанического сада: Партер и Дендрарий открыта для посещения ежедневно с 9:00 до 21:00. Вход на территорию Экспозиционной зоны: взрослый 50 рублей, дети с 5 до 16 лет 30 рублей. Въезд на территорию: легковой автомобиль 250 рублей, газель и микроавтобус 500 рублей, свадебный лимузин или автобус 1000 рублей. Все экскурсии, прогулки и фотосессии по экспозициям открытого (сады) и закрытого (оранжереи) грунта проводятся только по записи и оплачиваются согласно прейскуранту. Экскурсии в открытые и закрытые экспозиции ботанического сада проводятся по расписанию. Во время экскурсии или фотосессии экспозиции закрываются и прогулки не проводятся. В остальное время экспозиции работают по расписанию. . График работы 'Центральный сибирский ботанический сад СО РАН': 9:00-21:00, экспозиции вт-вск 10:00-18:00. Категория отдыха 'Центральный сибирский ботанический сад СО РАН': Академгородок. Центральный сибирский ботанический сад СО РАН располагается в районе: Советский, г. Новосибирск"
253,Башни Академпарка,"Ул. Николаева, 12, Новосибирск","Развлечение с названием 'Башни Академпарка'. Адрес: Ул. Николаева, 12 Построены в 2010-2013 годах, архитекторы: Денис Герасимов, Евгений Савин. Две наклонные 14-этажные башни Центра информационных технологий и Центра коллективного пользования Академпарка стали одним из символов современного Академгородка и получили народное название – «Гуси». На 13 этаже башни соединены галереей с фрагментами прозрачного пола, проходящей над проезжей частью. Возможно проведение экскурсии по Академпарку. В здании есть столовая, кофейня и пивной ресторан. Сам Академпарк – это более 300 компаний-резидентов и 120 000 кв. м площадей, оснащенных современным оборудованием и технологическими сервисами, необходимыми для создания новых продуктов. За счет расположения в Академгородке Технопарк и его резиденты тесно сотрудничают с университетом, академической наукой, производством и бизнесо м. Это и другие интересные места Академгородка в статье «Прогулка по Академгородку. В поисках науки». . График работы 'Башни Академпарка': необходимо уточнить. Категория отдыха 'Башни Академпарка': Архитектура. Башни Академпарка располагается в районе: Советский, г. Новосибирск"
254,ГПНТБ СО РАН,"ул. Восход, 15, Новосибирск","Развлечение с названием 'ГПНТБ СО РАН'. Адрес: ул. Восход, 15 Выставка «Взгляд эстета. Картина в интерьер» Государственная публичная научно-техническая библиотека Сибирского отделения Российской академии наук (ГПНТБ СО РАН) – крупнейшая библиотека в России за Урало м. Архитекторы А. А. Воловик, Г. Н. Бурханов, Е. В. Амосов, строительство велось в 1961-1966. Библиотека имеет 18 читальных залов на 600 посадочных мест. Ежедневно её посещают около 1000 читателей, которым выдается около 12 тыс. изданий. Имеющийся в библиотеке фонд редких книг и рукописей является одним из важнейших памятников российской культуры. Значительную часть его составляют книги и рукописи, собранные во время археографических экспедиций по Сибири и Дальнему Востоку. В 1992 г. в ГПНТБ создан музей книги, где можно увидеть часть этих редкостей. Библиотека постоянно проводит лекции, конференции, научные семинары, презентации, вернисажи и экскурсии. . График работы 'ГПНТБ СО РАН': вт-пт 9:00-19:00, сб 10:00-18:00. Категория отдыха 'ГПНТБ СО РАН': Архитектура. ГПНТБ СО РАН располагается в районе: Калининский, г. Новосибирск"
255,Аэротруба «Free Fly»,"ул. Спартака 5Б, Новосибирск","Развлечение с названием 'Аэротруба «Free Fly»'. Адрес: ул. Спартака 5Б Стоимость билетов: 3500 руб. Аэродинамическая труба «Free Fly» – первая в Новосибирске. Полёты в аэротрубе для любителей с опытными инструкторами и профессионалов, есть детская секция. . График работы 'Аэротруба «Free Fly»': пн-пт 12:00-22:00, сб-вс 10:00-22:00. Категория отдыха 'Аэротруба «Free Fly»': Воздушный спорт. Аэротруба «Free Fly» располагается в районе: Дзержинский, г. Новосибирск"
256,Музей Института археологии и этнографии СО РАН,"Академика Лаврентьева проспект, 17, Новосибирск","Развлечение с названием 'Музей Института археологии и этнографии СО РАН'. Адрес: Академика Лаврентьева проспект, 17 Стоимость билетов: 200 р. События в Институте археологии и этнографии СО РАН. Март 2025 Институт археологии и этнографии (ИАЭТ СО РАН) в Академгородке проводит экскурсии и лекции на темы палеофауны, археологии и истории Сибири. В холле выставлены скелеты доисторических животных, работает театр «У мамонта», где показывают спектакли, основанные на легендах народов Сибири или местных быличках. В главном корпусе института на Академика Лаврентьева, 17 проводится детская программа «В гости к мамонтам». Можно прийти на сборную экскурсию или записать собственную группу (от 8 человек) на удобный день и время. Телефон для записи +7 913 781 5493, 330-34-18, museum.iaetsoran@gmail.com. Расписание сборных экскурсий на месяц. . График работы 'Музей Института археологии и этнографии СО РАН': по записи на мероприятия. Категория отдыха 'Музей Института археологии и этнографии СО РАН': Музеи и галереи. Музей Института археологии и этнографии СО РАН располагается в районе: Советский, г. Новосибирск"
257,Центральный Сибирский геологический музей,"Академика Коптюга проспект, 3, Новосибирск","Развлечение с названием 'Центральный Сибирский геологический музей'. Адрес: Академика Коптюга проспект, 3 Стоимость билетов: от 300 р. с аудиогидом, 1200 р. экскурсия Экспозиция Центрального Сибирского геологического музея насчитывает тысячи образцов минералов и руд, включается в себя коллекции метеоритов, изделий из поделочного камня и синтетических кристаллов, а также уникальные образцы самородного железа, данбурита и других минералов. В музее: 1213 минеральных вида из 62 стран, 52 метеорита общим весом 192 кг, более 10 000 образцов полезных ископаемых из 153 месторождений Сибири и Дальнего Востока. По вопросам проведения экскурсий обращаться: тел. +7 (383) 373-05-14 с 9:00 до 18:00. Экскурсии проводятся по предварительной записи с 10:00 до 16:00. Про интересные экспонаты музея читайте в статье «Что хранят музеи Новосибирска: уникальные экспонаты, которые вы можете увидеть своими глазами». Это и другие интересные места Академгородка в статье «Прогулка по Академгородку. В поисках науки». . График работы 'Центральный Сибирский геологический музей': пн-пт 10:00-16:00. Категория отдыха 'Центральный Сибирский геологический музей': Академгородок. Центральный Сибирский геологический музей располагается в районе: Советский, г. Новосибирск"
258,Памятник букве А,"Каменская, 1, Новосибирск","Развлечение с названием 'Памятник букве А'. Адрес: сквер студенческих отрядов, улица Каменская, 1А. В 2007 году в Новосибирске проходил Летний фестиваль дизайна, во время которого в сквере около молодежного театра «Глобус» появилось несколько интересных памятников, и один из них — памятник букве А. Изначально проект назывался «Городской алфавит», и по задумке в разных уголках города должны были появиться буквы алфавита высотой с человека. А местные художники расписали бы их в разных стилях. Однако на первой букве проект закончился, так что на память осталась только буква А, разукрашенная Юрием Сокольниковы м. Стоит ли специально прийти сюда во время прогулки? Если ваше имя начинается на букву А, то фотография со скульптурой может стать классной карточкой из Новосибирска. Но и в остальным случаях это место заслуживает внимания. Во-первых, вы увидите театр «Глобус», уникальная форма которого напоминает корабль. Во-вторых, рядом находится приятный музыкальный фонтан, один из старейших в городе. Ну и наконец, рядом раскинулся Сквер студенческих отрядов, где спряталось еще несколько местных достопримечательностей: памятник Высоцкому на Аллее бардов и памятник лежачей Абстракции. Летом это отличное место для отдыха, а если захочется перекусить — загляните в Шарик. Это круглый павильон в центре сквера, где сейчас располагается атмосферное кафе-кальянная Sasha. Адрес: сквер студенческих отрядов, улица Каменская, 1А. Как добраться: от остановки «Театр «Глобус». . График работы 'Памятник букве А': необходимо уточнить. Категория отдыха 'Памятник букве А': Памятники, арт-объекты. Памятник букве А располагается в районе: Центральный, г. Новосибирск"
259,"Памятник лабораторной мыши, вяжущей нить ДНК","пр. Академика Лаврентьева, 10/2, Новосибирск","Развлечение с названием 'Памятник лабораторной мыши, вяжущей нить ДНК'. Адрес: пр. Академика Лаврентьева, 10/2 к7 Художник: А. Харкевич, скульптор: А. Агриколянский. Умудренная опытом и научными знаниями мышь в очках, сдвинутых на кончик носа вяжет двойную спираль ДНК. Памятник установлен в 2013 году в сквере возле института цитологии и генетики (ИЦГ) Сибирского отделения РАН в Академгородке, чтобы подчеркнуть вклад лабораторных животных в развитие современной науки и для популяризации естественных наук. Это и другие интересные места Академгородка в статье «Прогулка по Академгородку. В поисках науки». . График работы 'Памятник лабораторной мыши, вяжущей нить ДНК': необходимо уточнить. Категория отдыха 'Памятник лабораторной мыши, вяжущей нить ДНК': Академгородок. Памятник лабораторной мыши, вяжущей нить ДНК располагается в районе: Советский, г. Новосибирск"
260,Спортивно-оздоровительный комплекс «АРМАДА»,"Краснообск (Новосибирский район), ул. Восточная, 29","Развлечение с названием 'Спортивно-оздоровительный комплекс «АРМАДА»'. Адрес: Краснообск (Новосибирский район), ул. Восточная, 29 «АРМАДА» — один из самых больших спортивно-оздоровительных комплексов в Новосибирске и уникальный по своим направлениям за Урало м. Для жителей города есть замечательная возможность отдохнуть, потренироваться и получить новые эмоции и впечатления в одном месте. Просторный фитнес-клуб с тренажёрным залом и залом групповых занятий. Большой и светлый бассейн. Отдельный бассейн для детей. Обучение плаванию индивидуально и в группах для детей и взрослых. А также множество спортивных секций для детей: футбол, танцы, художественная гимнастика, лыжные гонки, бокс и многие другие. На территории комплекса есть кафе и детская комната, где можно оставить поиграть ребёнка от 2,5 лет на время своей тренировки или отдыха. SPA Контраст – акватермальный комплекс: бани на любой вкус и бассейн с морской водой, открытые для свободного посещения, ручной и аппаратный массаж, индивидуальные SPA-ритуалы для мужчин и женщин любого возраста. Просторный бесплатный паркинг, комфортные раздевалки и душевые. . График работы 'Спортивно-оздоровительный комплекс «АРМАДА»': 7:00 - 23:00. Категория отдыха 'Спортивно-оздоровительный комплекс «АРМАДА»': Спортивные площадки, центры, скалодромы"
261,Башня на Маркса,"ул. Ватутина, 29/1, Новосибирск","Развлечение с названием 'Башня на Маркса'. Адрес: ул. Ватутина, 29/1 Водонапорная башня на Маркса — памятник архитектуры 1935 года постройки, она строилась для завода Сибкомбайн и изначально возвышалась среди картофельных полей. Это инженерное сооружение включает три архитектурных стиля: ар-деко, конструктивизм, неоклассика — их можно различить, если обратить внимание на колонны и сам бак. В 90-х с Башни вещала телекомпания НТН-4. С Башни открывается отличный вид на левый берег и видна линия правого берега. Это почти единственная смотровая площадка в левобережной части Новосибирска с открытым доступо м. Здесь проводятся еженедельные субботние экскурсии, а также выставки, вечеринки, лекции, театральные постановки, перфомансы, фото-сессии и многое другое. . График работы 'Башня на Маркса': по записи. Категория отдыха 'Башня на Маркса': Архитектура. Башня на Маркса располагается в районе: Ленинский, г. Новосибирск"
262,Памятник лежачей абстракции,"ул. Каменская, 1, Новосибирск","Развлечение с названием 'Памятник лежачей абстракции '. Адрес: ул. Каменская, 1А Есть в Новосибирске скульптура, не имеющая официального названия, а в народе ее называют «лежачей абстракцией». Автор этой композиции – Парафий Трошин из Санкт-Петербурга. Сам скульптор сказал о работе так: «это слепок живой души». Каждый видит в ней что-то свое, в этом и прелесть. А что видите вы? Адрес: улица Каменская, 1а. Как добраться: от остановки «Театр «Глобус». . График работы 'Памятник лежачей абстракции ': необходимо уточнить. Категория отдыха 'Памятник лежачей абстракции ': Памятники, арт-объекты. Памятник лежачей абстракции располагается в районе: Центральный, г. Новосибирск"
263,«Дом пимоката»,"ул. Иртышская, 2, Новосибирск","Развлечение с названием '«Дом пимоката»'. Адрес: ул. Иртышская, 2 В лавке Ивана Лапина можно купить изделия из войлока: валенки, валеши, тапки и чуни, а также вещи, связанные из овечьей шерсти: платки, варежки, носки и жилеты. Каждая пара валенок или тапок, которую вы видите в лавке, уникальная. Для декорирования войлочной обуви привлекают мастериц-вышивальщиц и художников. Здесь же в «Доме пимоката» устроен небольшой музей, где вам могут рассказать обо всём цикле производства: от стрижки овец до получения готовой продукции, о секретах настоящих валенок, которые можно носить на босу ногу в морозы, показать уникальную машину XIX века для валяния шерсти и редкие образцы обуви, в том числе валенки, которые можно надевать на туфли с каблуками. Адреса магазинов: ул. Иртышская, 2 (Дом пимоката). Про интересные экспонаты музея читайте в статье «Что хранят музеи Новосибирска: уникальные экспонаты, которые вы можете увидеть своими глазами». . График работы '«Дом пимоката»': пн-вс 9:00-20:00. Категория отдыха '«Дом пимоката»': Сувенирные лавки. «Дом пимоката» располагается в районе: Советский, г. Новосибирск"
264,Пизанская башня,"Кирова, 25, Новосибирск","Развлечение с названием 'Пизанская башня'. Адрес: улица Кирова, 25 Скульптура почти настоящей Пизанской башни появилась в Новосибирске в 2011 году, который был объявлен годом Италии в России. В отличие от итальянской, наша башенка небольшая, два с половиной метра в высоту, зато стоит прочно! Эта небольшая скульптура объединила Новосибирск не только с Италией, а также с американским городом Найлси – там тоже есть собственная копия знаменитой башни. Находится в небольшом Московском сквере возле площади Пименова (ГПНТБ). Помимо башенки там есть довольно милые ворота с колоннами и почти римская стена со львом – такие композиции в Италии обычно бывают питьевыми фонтанчиками. Изо рта нашего льва вода, конечно, не бежит, но при определенном ракурсе здесь можно сделать интересные фотографии. Ориентир: улица Кирова, 25. Как добраться: пешком от станции метро «Октябрьская». Количество проголосовавших: 1Рейтинг: 3.2Сумма оценок: 4 . График работы 'Пизанская башня': необходимо уточнить. Категория отдыха 'Пизанская башня': Памятники, арт-объекты. Пизанская башня располагается в районе: Кировский, г. Новосибирск"
265,Памятник Высоцкому и Аллея бардов,"Сквер студенческих отрядов, ул. Каменская, 1, Новосибирск","Развлечение с названием 'Памятник Высоцкому и Аллея бардов'. Адрес: Сквер студенческих отрядов, ул. Каменская, 1А Летом 2005 года в нашем городе установили памятник Владимиру Семеновичу Высоцкому. И с тех времен этот памятник почитается жителями Новосибирска как достопримечательность. Он расположен на территории сквера у театра «Глобус», что символично – где еще ставить памятник большому Артисту как не у театра. Общая высота памятника составляет целых шесть метров! Памятник находится еще и на некоторой возвышенности и смотрится издалека потрясающе. Да и сама поза певца, это взмах руки — живой, характерный. Трехметровая бронзовая фигура действительно производит впечатление. На гранитном остроугольном постаменте строки, в которых весь Высоцкий: «Поэты ходят пятками по лезвию ножа – и режут в кровь свои босые души!». Потому и сам поэт стоит босой на грани угла постамента. Изначально у ног Высоцкого лежал бронзовый череп Йорика, который несколько раз воровали и отдавали в скупку металла, потом оттуда возвращали на пьедестал, но в итоге он так и затерялся или не прижился. Автор скульптуры Александр Таратынов взял за основу новосибирского монумента свой же памятник Высоцкому в Подгорице (Черногория). Решение поставить в Новосибирске именно эту скульптуру поддержал сын поэта Никита Высоцкий, который присутствовал при открытии монумента. Через год после открытия рядом с памятником появилась первая в России Аллея бардов, с фамилиями известных поэтов на гранитных мемориальных досках. Сейчас таких досок десять: Александру Вертинскому, Михаилу Анчарову, Александру Галичу, Булату Окуджаве, Юрию Визбору, Виктору Берковскому, Борису Вахнюку, Евгению Клячкину, Николаю Шипилову и Владимиру Ланцбергу. Все доски устанавливаются за счет пожертвований. Высоцкий умер в 42, и почти столько же лет прошло после его смерти. Родилось и выросло за сорок с лишним лет целое поколение, но его творчество любимо и актуально до сих пор, и будет на многие годы вперед. Высоцкий – непомерная, эпохальная личность, явление в жизни народа. Любовь к нему новосибирцев воплотилась в прекрасном памятнике в самом центре города. Летом здесь нередко выступают уличные музыканты. Также в сквере уже традиционно проходит открытие и закрытие фестиваля творчества «Признание». Про этот и другие памятники музыкантам читайте в нашей статье. 1. В 1987 году в Новосибирске появилась улица имени Высоцкого, причем, это произошло раньше, чем в других городах России. А через год на торжественном мероприятии друг поэта актер Валерий Золотухин закрепил на доме №11 по улице Высоцкого мемориальную табличку с надписью: «Этим домом в городе Новосибирске начиналась застройка улицы имени гражданина СССР Владимира Высоцкого (1938-1980), поэта, певца, актера». 2. Ежегодно летом в нашем городе проводится фестиваль бардовской песни «Свой остров», посвященный поэту и организуемый Фондом по увековечиванию памяти Высоцкого. . График работы 'Памятник Высоцкому и Аллея бардов': необходимо уточнить. Категория отдыха 'Памятник Высоцкому и Аллея бардов': Памятники, арт-объекты. Памятник Высоцкому и Аллея бардов располагается в районе: Центральный, г. Новосибирск"
266,Музей природы,"Вокзальная магистраль, 11, Новосибирск","Развлечение с названием 'Музей природы'. Адрес: Вокзальная магистраль, 11 Стоимость билетов: 200/100 рублей В Музее природы можно посмотреть естественнонаучную экспозицию, объединившую более 1500 экспонатов. В экспозиции находится самый известный экспонат музея — полный скелет самки мамонта Матильды, рядом с ним соседствуют скелет шерстистого носорога, научная реконструкция пещерного медведя, фигура детеныша мамонта. В музее можно увидеть плиты с окаменелыми останками динозавров, обнаруженные в Кемеровской области. Для самых маленьких посетителей создана скала диковин со сверкающими друзами аметиста и подлинными окаменелостями древнейших животных, возраст которых насчитывает сотни миллионов лет. В воссозданном гроте Барсуковской пещеры можно наблюдать за полетом цифровых летучих мышей. А в залах, посвященных тематике природы, собрано все многообразие животных, птиц и насекомых, обитающих в Новосибирской области. Про интересные экспонаты музея читайте в статье «Что хранят музеи Новосибирска: уникальные экспонаты, которые вы можете увидеть своими глазами». . График работы 'Музей природы': ср-пт 10:00-18:00, сб-вс 11:00-19:00. Категория отдыха 'Музей природы': Музеи и галереи. Музей природы располагается в районе: Железнодорожный, г. Новосибирск"
267,Памятник М.А. Лаврентьеву,"пр. Академика Лаврентьева ост. Морской проспект, Новосибирск","Развлечение с названием 'Памятник М.А. Лаврентьеву'. Адрес: пр. Академика Лаврентьева Бюст академика Михаила Алексеевича Лаврентьева на проспекте его имени в Новосибирском Академгородке. Скульптор - Г. Парамонов, архитектор - А. Ладинский. Пямятник открыт в 1988 году благодаря инициативе Сибирского отделения Академии Наук. Михаил Алексеевич считается создателем Новосибирского Академгородка. В 1957 году совместно с академиками Христиановичем и Соболевым предложил организовать научные комплексы на сибирских просторах. Первым воплощением этой идеи стал Институт гидродинамики. С 1957 по 1975 Лаврентьев возглавлял Сибирское отделение Академии Наук СССР. С 1960 г. читал лекции в Новосибирском государственном университете. . График работы 'Памятник М.А. Лаврентьеву': необходимо уточнить. Категория отдыха 'Памятник М.А. Лаврентьеву': Академгородок. Памятник М.А. Лаврентьеву располагается в районе: Советский, г. Новосибирск"
268,Центральный рынок,"ул. Мичурина, 12, Новосибирск","Развлечение с названием 'Центральный рынок'. Адрес: ул. Мичурина, 12 Современное здание центрального рынка было построено в 1976-1982 годах, но сам рынок находился на этом месте уже в 1930-х. Рынок стоит из нескольких павильонов: вещевого, продуктовых, рыбного и павильона «Восточный базар». На рынке работает гастрокорт, где расположилось более девяноста различных кулинарных концепций, там проводятся различные мероприятия и играет живая музыка. Рядом с Центральным рынком, на углу Крылова и Каменской установлена скульптура «Сцена покупки» с ушлой собакой, ворующей сосиски у покупателя семечек. . График работы 'Центральный рынок': 10:00-20:00. Категория отдыха 'Центральный рынок': Рынки, базары. Центральный рынок располагается в районе: Центральный, г. Новосибирск"
269,Памятник светофору – памятник гаишнику,"На пересечении улиц Серебренниковской и Сибревкома, Новосибирск","Развлечение с названием 'Памятник светофору – памятник гаишнику'. Адрес: На пересечении улиц Серебренниковской и Сибревкома В 2006 году в Новосибирске появился Памятник светофору, первый в России. Он посвящен 70-летию со дня основания ГИБДД, и начальник управления ГИБДД нашей области стал одним из авторов проекта. По словам создателей, памятник «символизирует передачу эстафеты от человека к современной системе». Памятник находится возле школы № 12, которая является старейшей в городе. В 1940-х годах здесь установили один из первых в городе светофоров. Тогда светофоры специально размещали рядом с учебными заведениями, чтобы обезопасить детей. Адрес: На пересечении улиц Серебренниковской и Сибревкома. Как добраться: от остановки «Швейная фабрика» или пешком от остановки «Кинотеатр Маяковского». . График работы 'Памятник светофору – памятник гаишнику': необходимо уточнить. Категория отдыха 'Памятник светофору – памятник гаишнику': Памятники, арт-объекты. Памятник светофору – памятник гаишнику располагается в районе: Октябрьский, Центральный, г. Новосибирск"
270,Краснозерский санаторий,"Новосибирская область, Краснозерский район, Кайгородский сельсовет, ул. Санаторий, 1","Развлечение с названием 'Краснозерский санаторий'. Санаторий «Краснозерский» — уникальный грязелечебный комплекс санаторно-курортного лечения и медицинской реабилитации. Лечебный процесс построен на широком применении природных факторов: сульфидно-иловой грязи; рапы (озерной соли); желтой и голубой глины;климата. В санатории лечат заболевания:опорно-двигательного аппарата;мочеполовой системы;кожные;нервной системы;ЛОР-органов;сопутствующие заболевания.К услугам гостей:проживание в уютных номерах разного уровня комфорта (во всех номерах есть Wi-Fi);сбалансированное питание из натуральных продуктов;бассейн;катание на лошадях;аренда беседок;летний отдых: велосипеды, ролики, бадминтон, волейбол, скандинавская ходьба, самокат, батут;зимний отдых: скандинавская ходьба, санки, ватрушки/ледянки, лыжи, коньки, снегоход. График работы 'Краснозерский санаторий': круглосуточно. Категория отдыха 'Краснозерский санаторий': Оздоровление и лечение"
271,Санаторий «Озеро Карачи»,"Новосибирская область, Чановский район, к. п. Озеро-Карачи, ул. Школьная, 1","Развлечение с названием 'Санаторий «Озеро Карачи»'. Уникальность курорта — в природных лечебных факторах, собранных в одном месте: сульфидно-иловая грязь и рапа озера Карачи, минеральная вода 'Карачинская', йодобромная минеральная вода и благоприятные ландшафтно-климатические условия. Посетителям предлагаются 162 вида лечебных и 30 видов диагностических процедур, такие как грязевое и бальнеолечение, водолечение, различные виды массажа, спелеотерапия, гирудотерапия, УЗИ-диагностика и многое другое. К услугам гостей:комфортные номера категорий «Люкс», «Джуниор сюит», «Джуниор сюит» twin, 1 категории double улучшенный, 1 категории double, 1 категории 2-местный twin;столовая и кафе-бар;лобби- и фито-бар;водно-развлекательный комплекс «Фламинго»;киноконцертный зал;тренажерный зал;библиотека;экскурсии;аниматор и оборудованная детская площадка. Согласно легендам озеро прославилось своими лечебными свойствами ещё в XVI веке благодаря ордам воинов-кочевников. Они же переименовали его с Ачу-Тебис (что с татарского переводится, как «горько-соленый») на Карачи (что означает «черный ил»). Сейчас курорт вмещает до 350 человек и предлагает 162 вида лечебных процедур. Сюда можно приехать для лечения различных заболеваний: эндокринной системы;гинекологической и урологической систем;опорно-двигательного аппарата;нервной системы;сердечно-сосудистой системы и др.. График работы 'Санаторий «Озеро Карачи»': круглосуточно. Категория отдыха 'Санаторий «Озеро Карачи»': Оздоровление и лечение"
